Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord,Release Year,year
1471,123,6,2019-12-27--2020-01-03,223's (feat. 9lokknine),4781697,YNW Melly,6332535.0,4sjiIpEv617LDXaidKioOI,melodic rap,2019-08-09,"2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",68.0,0.932,0.547,-7.787000000000001,0.33299999999999996,0.0388,0.0924,94.99799999999999,176640.0,0.695,C,2019.0,1970.0
1471,123,6,2019-12-27--2020-01-03,223's (feat. 9lokknine),4781697,YNW Melly,6332535.0,4sjiIpEv617LDXaidKioOI, trap,2019-08-09,"2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",68.0,0.932,0.547,-7.787000000000001,0.33299999999999996,0.0388,0.0924,94.99799999999999,176640.0,0.695,C,2019.0,1970.0
1472,26,2,2020-01-17--2020-01-24,Darkness,7618955,Eminem,46814751.0,5SiZJoLXp3WOl3J4C8IK0d,detroit hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",65.0,0.6709999999999999,0.623,-7.1610000000000005,0.308,0.00998,0.643,75.055,337147.0,0.195,D,2020.0,1970.0
1472,26,2,2020-01-17--2020-01-24,Darkness,7618955,Eminem,46814751.0,5SiZJoLXp3WOl3J4C8IK0d, hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",65.0,0.6709999999999999,0.623,-7.1610000000000005,0.308,0.00998,0.643,75.055,337147.0,0.195,D,2020.0,1970.0
1472,26,2,2020-01-17--2020-01-24,Darkness,7618955,Eminem,46814751.0,5SiZJoLXp3WOl3J4C8IK0d, rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",65.0,0.6709999999999999,0.623,-7.1610000000000005,0.308,0.00998,0.643,75.055,337147.0,0.195,D,2020.0,1970.0
1473,30,2,2020-01-17--2020-01-24,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",7157402,Eminem,46814751.0,0GQ5bFTVFFKpwNPc7KwQnB,detroit hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",66.0,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653.0,0.243,E,2020.0,1970.0
1473,30,2,2020-01-17--2020-01-24,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",7157402,Eminem,46814751.0,0GQ5bFTVFFKpwNPc7KwQnB, hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",66.0,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653.0,0.243,E,2020.0,1970.0
1473,30,2,2020-01-17--2020-01-24,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",7157402,Eminem,46814751.0,0GQ5bFTVFFKpwNPc7KwQnB, rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",66.0,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653.0,0.243,E,2020.0,1970.0
1474,38,2,2020-01-17--2020-01-24,Blue World,7060589,Mac Miller,6189454.0,2hwOoMtWPtTSSn6WHV7Vp5,hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",75.0,0.742,0.5529999999999999,-8.98,0.419,0.389,0.0694,84.931,209440.0,0.508,G#/Ab,2020.0,1970.0
1474,38,2,2020-01-17--2020-01-24,Blue World,7060589,Mac Miller,6189454.0,2hwOoMtWPtTSSn6WHV7Vp5, pittsburgh rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",75.0,0.742,0.5529999999999999,-8.98,0.419,0.389,0.0694,84.931,209440.0,0.508,G#/Ab,2020.0,1970.0
1474,38,2,2020-01-17--2020-01-24,Blue World,7060589,Mac Miller,6189454.0,2hwOoMtWPtTSSn6WHV7Vp5, rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",75.0,0.742,0.5529999999999999,-8.98,0.419,0.389,0.0694,84.931,209440.0,0.508,G#/Ab,2020.0,1970.0
1475,99,5,2019-12-27--2020-01-03,Liberdade Provisória,6442626,Henrique & Juliano,13312073.0,1vG3YuKRYqPwTmNmYgqkpg,sertanejo pop,2019-12-06,"2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",66.0,0.6679999999999999,0.684,-5.937,0.0527,0.627,0.9229999999999999,108.13799999999999,187986.0,0.7,C#/Db,2019.0,1970.0
1475,99,5,2019-12-27--2020-01-03,Liberdade Provisória,6442626,Henrique & Juliano,13312073.0,1vG3YuKRYqPwTmNmYgqkpg, sertanejo universitario,2019-12-06,"2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",66.0,0.6679999999999999,0.684,-5.937,0.0527,0.627,0.9229999999999999,108.13799999999999,187986.0,0.7,C#/Db,2019.0,1970.0
1476,32,2,2020-01-17--2020-01-24,Unaccommodating (feat. Young M.A),6374807,Eminem,46814751.0,0q2vG0UVuy6ajjcpkQHdZM,detroit hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",65.0,0.852,0.752,-5.792999999999999,0.0597,0.0169,0.39399999999999996,89.95,216600.0,0.389,C#/Db,2020.0,1970.0
1476,32,2,2020-01-17--2020-01-24,Unaccommodating (feat. Young M.A),6374807,Eminem,46814751.0,0q2vG0UVuy6ajjcpkQHdZM, hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",65.0,0.852,0.752,-5.792999999999999,0.0597,0.0169,0.39399999999999996,89.95,216600.0,0.389,C#/Db,2020.0,1970.0
1476,32,2,2020-01-17--2020-01-24,Unaccommodating (feat. Young M.A),6374807,Eminem,46814751.0,0q2vG0UVuy6ajjcpkQHdZM, rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",65.0,0.852,0.752,-5.792999999999999,0.0597,0.0169,0.39399999999999996,89.95,216600.0,0.389,C#/Db,2020.0,1970.0
1477,129,1,2020-01-24--2020-01-31,Donuts,6113037,Gzuz,1140383.0,5XVPNr0CAoUn1jD033Ucoo,deep german hip hop,2020-02-13,2020-01-24--2020-01-31,62.0,0.784,0.703,-7.4910000000000005,0.23600000000000002,0.0973,0.0754,141.035,162938.0,0.556,B,2020.0,1970.0
1477,129,1,2020-01-24--2020-01-31,Donuts,6113037,Gzuz,1140383.0,5XVPNr0CAoUn1jD033Ucoo, german hip hop,2020-02-13,2020-01-24--2020-01-31,62.0,0.784,0.703,-7.4910000000000005,0.23600000000000002,0.0973,0.0754,141.035,162938.0,0.556,B,2020.0,1970.0
1477,129,1,2020-01-24--2020-01-31,Donuts,6113037,Gzuz,1140383.0,5XVPNr0CAoUn1jD033Ucoo, hamburg hip hop,2020-02-13,2020-01-24--2020-01-31,62.0,0.784,0.703,-7.4910000000000005,0.23600000000000002,0.0973,0.0754,141.035,162938.0,0.556,B,2020.0,1970.0
1478,44,2,2020-01-17--2020-01-24,Leaving Heaven (feat. Skylar Grey),5466161,Eminem,46814751.0,5CpsIb7SMFHjmAG8RvIWfq,detroit hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",64.0,0.6609999999999999,0.748,-4.809,0.20600000000000002,0.175,0.254,171.983,265947.0,0.509,D,2020.0,1970.0
1478,44,2,2020-01-17--2020-01-24,Leaving Heaven (feat. Skylar Grey),5466161,Eminem,46814751.0,5CpsIb7SMFHjmAG8RvIWfq, hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",64.0,0.6609999999999999,0.748,-4.809,0.20600000000000002,0.175,0.254,171.983,265947.0,0.509,D,2020.0,1970.0
1478,44,2,2020-01-17--2020-01-24,Leaving Heaven (feat. Skylar Grey),5466161,Eminem,46814751.0,5CpsIb7SMFHjmAG8RvIWfq, rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",64.0,0.6609999999999999,0.748,-4.809,0.20600000000000002,0.175,0.254,171.983,265947.0,0.509,D,2020.0,1970.0
1479,164,1,2020-01-24--2020-01-31,Zu Ende,5297101,"Samra, ELIF",1045091.0,0Vl4eICpXMjtiK0RhdaWov,german hip hop,2020-01-23,2020-01-24--2020-01-31,57.0,0.7070000000000001,0.747,-5.212000000000001,0.27899999999999997,0.307,0.183,80.025,197861.0,0.491,G#/Ab,2020.0,1970.0
1480,171,1,2020-01-24--2020-01-31,B.I.T.C.H.,5215211,Megan Thee Stallion,4794212.0,06scTb0zbkxYNgpAB3J9fN,houston rap,2020-01-24,2020-01-24--2020-01-31,59.0,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143.0,0.547,B,2020.0,1970.0
1480,171,1,2020-01-24--2020-01-31,B.I.T.C.H.,5215211,Megan Thee Stallion,4794212.0,06scTb0zbkxYNgpAB3J9fN, pop,2020-01-24,2020-01-24--2020-01-31,59.0,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143.0,0.547,B,2020.0,1970.0
1480,171,1,2020-01-24--2020-01-31,B.I.T.C.H.,5215211,Megan Thee Stallion,4794212.0,06scTb0zbkxYNgpAB3J9fN, pop rap,2020-01-24,2020-01-24--2020-01-31,59.0,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143.0,0.547,B,2020.0,1970.0
1480,171,1,2020-01-24--2020-01-31,B.I.T.C.H.,5215211,Megan Thee Stallion,4794212.0,06scTb0zbkxYNgpAB3J9fN, trap queen,2020-01-24,2020-01-24--2020-01-31,59.0,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143.0,0.547,B,2020.0,1970.0
1481,56,5,2020-01-10--2020-01-17,Look At Her Now,5066377,Selena Gomez,1251372.0,2XUPkAie1nz9SYIhbdIVWb,,2021-08-13,"2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",0.0,0.753,0.564,-7.9079999999999995,0.251,0.114,0.359,77.34100000000001,162596.0,0.55,A#/Bb,2021.0,1970.0
1482,187,1,2020-01-24--2020-01-31,Bi Sonraki Hayatımda Gel,5037967,"Murda, Ezhel",862965.0,5SYkeNpjhJPFUMOP5TK8iw,basshall,2020-08-28,2020-01-24--2020-01-31,57.0,0.9329999999999999,0.44799999999999995,-4.4910000000000005,0.136,0.0253,0.10400000000000001,103.98100000000001,167350.0,0.737,G#/Ab,2020.0,1970.0
1482,187,1,2020-01-24--2020-01-31,Bi Sonraki Hayatımda Gel,5037967,"Murda, Ezhel",862965.0,5SYkeNpjhJPFUMOP5TK8iw, turkish trap,2020-08-28,2020-01-24--2020-01-31,57.0,0.9329999999999999,0.44799999999999995,-4.4910000000000005,0.136,0.0253,0.10400000000000001,103.98100000000001,167350.0,0.737,G#/Ab,2020.0,1970.0
1483,126,4,2019-12-27--2020-01-03,Legends,4922369,Juice WRLD,19102888.0,1Knctxx9vGZxpZfF66BIEa,chicago rap,2018-06-22,"2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77.0,0.594,0.7979999999999999,-5.244,0.0844,0.115,0.14300000000000002,142.049,191840.0,0.381,E,2018.0,1970.0
1483,126,4,2019-12-27--2020-01-03,Legends,4922369,Juice WRLD,19102888.0,1Knctxx9vGZxpZfF66BIEa, melodic rap,2018-06-22,"2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77.0,0.594,0.7979999999999999,-5.244,0.0844,0.115,0.14300000000000002,142.049,191840.0,0.381,E,2018.0,1970.0
1484,157,4,2019-12-27--2020-01-03,11 PM,4891989,Maluma,26784251.0,7KbF6AdprOXEEHlsq11Z6d,latin,2019-05-17,"2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",76.0,0.777,0.7120000000000001,-4.84,0.27699999999999997,0.217,0.091,95.69200000000001,175733.0,0.68,A#/Bb,2019.0,1970.0
1484,157,4,2019-12-27--2020-01-03,11 PM,4891989,Maluma,26784251.0,7KbF6AdprOXEEHlsq11Z6d, reggaeton,2019-05-17,"2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",76.0,0.777,0.7120000000000001,-4.84,0.27699999999999997,0.217,0.091,95.69200000000001,175733.0,0.68,A#/Bb,2019.0,1970.0
1484,157,4,2019-12-27--2020-01-03,11 PM,4891989,Maluma,26784251.0,7KbF6AdprOXEEHlsq11Z6d, reggaeton colombiano,2019-05-17,"2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",76.0,0.777,0.7120000000000001,-4.84,0.27699999999999997,0.217,0.091,95.69200000000001,175733.0,0.68,A#/Bb,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU,dance pop,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU, edm,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU, electro house,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU, pop,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU, pop dance,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU, pop edm,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1485,182,3,2020-01-03--2020-01-10,Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,0qc4QlcCxVTGyShurEv1UU, tropical house,2019-05-24,"2020-01-24--2020-01-31
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.35600000000001,174444.0,0.6509999999999999,G,2019.0,1970.0
1486,52,2,2020-01-17--2020-01-24,In Too Deep,4824037,Eminem,46814751.0,7Dj2wqPYXfSRFwa6qyOztr,detroit hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",62.0,0.72,0.767,-5.8389999999999995,0.214,0.0387,0.20199999999999999,88.96600000000001,194707.0,0.595,A#/Bb,2020.0,1970.0
1486,52,2,2020-01-17--2020-01-24,In Too Deep,4824037,Eminem,46814751.0,7Dj2wqPYXfSRFwa6qyOztr, hip hop,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",62.0,0.72,0.767,-5.8389999999999995,0.214,0.0387,0.20199999999999999,88.96600000000001,194707.0,0.595,A#/Bb,2020.0,1970.0
1486,52,2,2020-01-17--2020-01-24,In Too Deep,4824037,Eminem,46814751.0,7Dj2wqPYXfSRFwa6qyOztr, rap,2020-01-17,"2020-01-24--2020-01-31
2020-01-17--2020-01-24",62.0,0.72,0.767,-5.8389999999999995,0.214,0.0387,0.20199999999999999,88.96600000000001,194707.0,0.595,A#/Bb,2020.0,1970.0
1487,57,1,2020-01-17--2020-01-24,Premonition - Intro,10830400,Eminem,46814751.0,7ccTcabbJlCJiIqtrSSwBk,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.847,0.637,-5.193,0.36700000000000005,0.0258,0.382,165.979,173893.0,0.511,C#/Db,2020.0,1970.0
1487,57,1,2020-01-17--2020-01-24,Premonition - Intro,10830400,Eminem,46814751.0,7ccTcabbJlCJiIqtrSSwBk, hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.847,0.637,-5.193,0.36700000000000005,0.0258,0.382,165.979,173893.0,0.511,C#/Db,2020.0,1970.0
1487,57,1,2020-01-17--2020-01-24,Premonition - Intro,10830400,Eminem,46814751.0,7ccTcabbJlCJiIqtrSSwBk, rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.847,0.637,-5.193,0.36700000000000005,0.0258,0.382,165.979,173893.0,0.511,C#/Db,2020.0,1970.0
1488,62,1,2020-01-17--2020-01-24,I Can See,10086930,Mac Miller,6189454.0,3R8CyhJfVjvgIROd5RSGhQ,hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.6990000000000001,0.503,-9.922,0.0882,0.391,0.0996,114.86,220853.0,0.0546,F,2020.0,1970.0
1488,62,1,2020-01-17--2020-01-24,I Can See,10086930,Mac Miller,6189454.0,3R8CyhJfVjvgIROd5RSGhQ, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.6990000000000001,0.503,-9.922,0.0882,0.391,0.0996,114.86,220853.0,0.0546,F,2020.0,1970.0
1488,62,1,2020-01-17--2020-01-24,I Can See,10086930,Mac Miller,6189454.0,3R8CyhJfVjvgIROd5RSGhQ, rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.6990000000000001,0.503,-9.922,0.0882,0.391,0.0996,114.86,220853.0,0.0546,F,2020.0,1970.0
1489,69,1,2020-01-17--2020-01-24,Hand Me Downs,9521654,Mac Miller,6189454.0,2Yv2mHzr5AQavVdwQjEokV,hip hop,2020-01-17,2020-01-17--2020-01-24,64.0,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440.0,0.336,D,2020.0,1970.0
1489,69,1,2020-01-17--2020-01-24,Hand Me Downs,9521654,Mac Miller,6189454.0,2Yv2mHzr5AQavVdwQjEokV, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,64.0,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440.0,0.336,D,2020.0,1970.0
1489,69,1,2020-01-17--2020-01-24,Hand Me Downs,9521654,Mac Miller,6189454.0,2Yv2mHzr5AQavVdwQjEokV, rap,2020-01-17,2020-01-17--2020-01-24,64.0,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440.0,0.336,D,2020.0,1970.0
1490,70,1,2020-01-17--2020-01-24,No Regrets (feat. Don Toliver),9493884,Eminem,46814751.0,1lO9CZo6eDrOy0S7khgryG,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,63.0,0.7559999999999999,0.747,-5.407,0.046,0.0048,0.588,134.935,200947.0,0.0687,A,2020.0,1970.0
1490,70,1,2020-01-17--2020-01-24,No Regrets (feat. Don Toliver),9493884,Eminem,46814751.0,1lO9CZo6eDrOy0S7khgryG, hip hop,2020-01-17,2020-01-17--2020-01-24,63.0,0.7559999999999999,0.747,-5.407,0.046,0.0048,0.588,134.935,200947.0,0.0687,A,2020.0,1970.0
1490,70,1,2020-01-17--2020-01-24,No Regrets (feat. Don Toliver),9493884,Eminem,46814751.0,1lO9CZo6eDrOy0S7khgryG, rap,2020-01-17,2020-01-17--2020-01-24,63.0,0.7559999999999999,0.747,-5.407,0.046,0.0048,0.588,134.935,200947.0,0.0687,A,2020.0,1970.0
1491,71,1,2020-01-17--2020-01-24,Complicated,9443725,Mac Miller,6189454.0,3WfSNAoj2D8C9noPSGZZFM,hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.831,0.36,-8.073,0.052000000000000005,0.136,0.0703,75.014,232212.0,0.601,C,2020.0,1970.0
1491,71,1,2020-01-17--2020-01-24,Complicated,9443725,Mac Miller,6189454.0,3WfSNAoj2D8C9noPSGZZFM, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.831,0.36,-8.073,0.052000000000000005,0.136,0.0703,75.014,232212.0,0.601,C,2020.0,1970.0
1491,71,1,2020-01-17--2020-01-24,Complicated,9443725,Mac Miller,6189454.0,3WfSNAoj2D8C9noPSGZZFM, rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.831,0.36,-8.073,0.052000000000000005,0.136,0.0703,75.014,232212.0,0.601,C,2020.0,1970.0
1492,72,1,2020-01-17--2020-01-24,Lock It Up (feat. Anderson .Paak),9328951,Eminem,46814751.0,1qwMkkRiD5jqLeUUjfgblh,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,64.0,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227.0,0.516,F#/Gb,2020.0,1970.0
1492,72,1,2020-01-17--2020-01-24,Lock It Up (feat. Anderson .Paak),9328951,Eminem,46814751.0,1qwMkkRiD5jqLeUUjfgblh, hip hop,2020-01-17,2020-01-17--2020-01-24,64.0,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227.0,0.516,F#/Gb,2020.0,1970.0
1492,72,1,2020-01-17--2020-01-24,Lock It Up (feat. Anderson .Paak),9328951,Eminem,46814751.0,1qwMkkRiD5jqLeUUjfgblh, rap,2020-01-17,2020-01-17--2020-01-24,64.0,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227.0,0.516,F#/Gb,2020.0,1970.0
1493,73,1,2020-01-17--2020-01-24,Marsh,9260007,Eminem,46814751.0,34d7sGX6WUqq8f04e7CSNF,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573.0,0.0495,C#/Db,2020.0,1970.0
1493,73,1,2020-01-17--2020-01-24,Marsh,9260007,Eminem,46814751.0,34d7sGX6WUqq8f04e7CSNF, hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573.0,0.0495,C#/Db,2020.0,1970.0
1493,73,1,2020-01-17--2020-01-24,Marsh,9260007,Eminem,46814751.0,34d7sGX6WUqq8f04e7CSNF, rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573.0,0.0495,C#/Db,2020.0,1970.0
1494,74,1,2020-01-17--2020-01-24,Stepdad,9159901,Eminem,46814751.0,3QVHSV8YKYq4L8tI5rnFgj,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,61.0,0.779,0.805,-3.1210000000000004,0.17800000000000002,0.018000000000000002,0.321,145.68,213413.0,0.557,C#/Db,2020.0,1970.0
1494,74,1,2020-01-17--2020-01-24,Stepdad,9159901,Eminem,46814751.0,3QVHSV8YKYq4L8tI5rnFgj, hip hop,2020-01-17,2020-01-17--2020-01-24,61.0,0.779,0.805,-3.1210000000000004,0.17800000000000002,0.018000000000000002,0.321,145.68,213413.0,0.557,C#/Db,2020.0,1970.0
1494,74,1,2020-01-17--2020-01-24,Stepdad,9159901,Eminem,46814751.0,3QVHSV8YKYq4L8tI5rnFgj, rap,2020-01-17,2020-01-17--2020-01-24,61.0,0.779,0.805,-3.1210000000000004,0.17800000000000002,0.018000000000000002,0.321,145.68,213413.0,0.557,C#/Db,2020.0,1970.0
1495,83,1,2020-01-17--2020-01-24,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8695060,Eminem,46814751.0,5mZXWEH2eh8zMZGCxT5aW0,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.45799999999999996,0.966,-2.1069999999999998,0.384,0.14,0.11,183.58599999999998,286960.0,0.35600000000000004,C#/Db,2020.0,1970.0
1495,83,1,2020-01-17--2020-01-24,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8695060,Eminem,46814751.0,5mZXWEH2eh8zMZGCxT5aW0, hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.45799999999999996,0.966,-2.1069999999999998,0.384,0.14,0.11,183.58599999999998,286960.0,0.35600000000000004,C#/Db,2020.0,1970.0
1495,83,1,2020-01-17--2020-01-24,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8695060,Eminem,46814751.0,5mZXWEH2eh8zMZGCxT5aW0, rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.45799999999999996,0.966,-2.1069999999999998,0.384,0.14,0.11,183.58599999999998,286960.0,0.35600000000000004,C#/Db,2020.0,1970.0
1496,90,1,2020-01-17--2020-01-24,Never Love Again,8335790,Eminem,46814751.0,40YbWniIEmqy6s58fYXLUh,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.747,0.899,-5.125,0.24600000000000002,0.1,0.486,92.029,177547.0,0.581,F,2020.0,1970.0
1496,90,1,2020-01-17--2020-01-24,Never Love Again,8335790,Eminem,46814751.0,40YbWniIEmqy6s58fYXLUh, hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.747,0.899,-5.125,0.24600000000000002,0.1,0.486,92.029,177547.0,0.581,F,2020.0,1970.0
1496,90,1,2020-01-17--2020-01-24,Never Love Again,8335790,Eminem,46814751.0,40YbWniIEmqy6s58fYXLUh, rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.747,0.899,-5.125,0.24600000000000002,0.1,0.486,92.029,177547.0,0.581,F,2020.0,1970.0
1497,91,1,2020-01-17--2020-01-24,Woods,8329349,Mac Miller,6189454.0,3Qa944OTMZkg8DHjET8JQv,hip hop,2020-01-17,2020-01-17--2020-01-24,64.0,0.779,0.36200000000000004,-10.847000000000001,0.0474,0.135,0.111,85.01100000000001,286387.0,0.46,C,2020.0,1970.0
1497,91,1,2020-01-17--2020-01-24,Woods,8329349,Mac Miller,6189454.0,3Qa944OTMZkg8DHjET8JQv, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,64.0,0.779,0.36200000000000004,-10.847000000000001,0.0474,0.135,0.111,85.01100000000001,286387.0,0.46,C,2020.0,1970.0
1497,91,1,2020-01-17--2020-01-24,Woods,8329349,Mac Miller,6189454.0,3Qa944OTMZkg8DHjET8JQv, rap,2020-01-17,2020-01-17--2020-01-24,64.0,0.779,0.36200000000000004,-10.847000000000001,0.0474,0.135,0.111,85.01100000000001,286387.0,0.46,C,2020.0,1970.0
1498,94,1,2020-01-17--2020-01-24,Farewell,8277608,Eminem,46814751.0,74gykWHknHDrg4eMdcmdRq,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,61.0,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733.0,0.467,E,2020.0,1970.0
